dataset,image_id,label,generator,device_family,prob_e20,prob_e21,prob_e22,correct_e20,correct_e21,correct_e22,e20_vs_e22_transition,e21_vs_e22_transition,complementarity_type
E14_Clean,ai_sb_supp_stable-diffusion-1-4_019_r001d260dt,AI,stable-diffusion-1-4,Synthbuster,0.70947265625,0.7255859375,0.723974609375,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_150_r1378de81t,Real,camera,RAISE-1k,0.00661468505859375,0.50732421875,0.45725326538085936,1,0,1,E20_correct__E22_correct,E21_wrong__E22_correct,E20_correct__E21_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_166_r102b4aa4t,AI,stable-diffusion-1-3,Synthbuster,0.006313323974609375,0.96435546875,0.8685512542724609,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_036_r04989a70t,Real,camera,RAISE-1k,0.0054473876953125,0.1195068359375,0.10810089111328125,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_dalle2_029_r1d9a31fct,AI,dalle2,Synthbuster,0.040771484375,0.68994140625,0.6250244140625,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_supp_005_r02513d19t,Real,camera,RAISE-1k,0.0016489028930664062,0.1337890625,0.12057504653930663,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_firefly_087_r1bdb6385t,AI,firefly,Synthbuster,0.02655029296875,0.95751953125,0.864422607421875,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_250_r1f4a44a7t,Real,camera,RAISE-1k,0.0030040740966796875,0.583984375,0.525886344909668,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_midjourney-v5_147_r1bdb6385t,AI,midjourney-v5,Synthbuster,0.1827392578125,0.8974609375,0.82598876953125,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_043_r057282fet,Real,camera,RAISE-1k,0.4580078125,0.99169921875,0.938330078125,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_092_r0b755540t,Real,camera,RAISE-1k,0.14453125,0.71533203125,0.658251953125,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_supp_035_r12cbfb1et,Real,camera,RAISE-1k,0.0150146484375,0.69287109375,0.6250854492187501,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_160_r09a60f63t,AI,stable-diffusion-1-3,Synthbuster,0.5732421875,0.82470703125,0.7995605468750001,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_dalle3_059_r1d9a31fct,AI,dalle3,Synthbuster,0.96923828125,0.9990234375,0.996044921875,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_glide_091_r000da54ft,AI,glide,Synthbuster,0.572265625,0.84814453125,0.820556640625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_firefly_068_r07cfb432t,AI,firefly,Synthbuster,0.280517578125,0.8330078125,0.7777587890625001,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_046_r05db7e7ft,Real,camera,RAISE-1k,0.0007181167602539062,0.304931640625,0.2745102882385254,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_firefly_069_r08996953t,AI,firefly,Synthbuster,0.06793212890625,0.95849609375,0.869439697265625,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_supp_004_r01d0b83bt,Real,camera,RAISE-1k,0.036285400390625,0.44189453125,0.4013336181640625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_midjourney-v5_130_r09a60f63t,AI,midjourney-v5,Synthbuster,0.99267578125,0.94384765625,0.94873046875,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_191_r18d72ab2t,Real,camera,RAISE-1k,0.0039005279541015625,0.470947265625,0.4242425918579102,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_208_r1aa53167t,Real,camera,RAISE-1k,0.03167724609375,0.41015625,0.372308349609375,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_202_r1a4651edt,Real,camera,RAISE-1k,0.009521484375,0.155517578125,0.14091796875,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_dalle2_003_r026b5360t,AI,dalle2,Synthbuster,0.254638671875,0.9345703125,0.8665771484375001,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_supp_dalle2_002_r002fc3e2t,AI,dalle2,Synthbuster,0.79541015625,0.99365234375,0.973828125,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_firefly_075_r0f5beb66t,AI,firefly,Synthbuster,0.00307464599609375,0.18310546875,0.16510238647460937,0,0,0,E20_wrong__E22_wrong,E21_wrong__E22_wrong,both_wrong
E14_Clean,ai_sb_midjourney-v5_146_r1ad2de34t,AI,midjourney-v5,Synthbuster,0.043121337890625,0.84423828125,0.7641265869140625,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_stable-diffusion-2_231_r159d3942t,AI,stable-diffusion-2,Synthbuster,0.182373046875,0.1055908203125,0.11326904296875,0,0,0,E20_wrong__E22_wrong,E21_wrong__E22_wrong,both_wrong
E14_Clean,real_raise_075_r09851aa4t,Real,camera,RAISE-1k,0.020294189453125,0.22216796875,0.2019805908203125,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_110_r0ea0825ft,Real,camera,RAISE-1k,0.650390625,0.798828125,0.7839843750000001,0,0,0,E20_wrong__E22_wrong,E21_wrong__E22_wrong,both_wrong
E14_Clean,ai_sb_glide_109_r138ad247t,AI,glide,Synthbuster,0.2335205078125,0.99169921875,0.9158813476562501,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_stable-diffusion-1-4_192_r0b7b1156t,AI,stable-diffusion-1-4,Synthbuster,0.302001953125,0.9462890625,0.8818603515625,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_230_r1d00d8ect,Real,camera,RAISE-1k,0.034942626953125,0.82763671875,0.7483673095703125,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_dalle3_056_r1ad2de34t,AI,dalle3,Synthbuster,0.720703125,0.9990234375,0.97119140625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_072_r09445479t,Real,camera,RAISE-1k,0.0165252685546875,0.85888671875,0.7746505737304689,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_179_r1d9a31fct,AI,stable-diffusion-1-3,Synthbuster,0.0016679763793945312,0.312744140625,0.2816365242004395,0,0,0,E20_wrong__E22_wrong,E21_wrong__E22_wrong,both_wrong
E14_Clean,ai_sb_dalle2_010_r09a60f63t,AI,dalle2,Synthbuster,0.994140625,0.98828125,0.9888671875000001,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_supp_050_r1a8ee526t,Real,camera,RAISE-1k,0.12127685546875,0.90283203125,0.8246765136718751,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_022_r02f1ba48t,Real,camera,RAISE-1k,0.0200958251953125,0.7958984375,0.7183181762695312,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_glide_092_r0150031ft,AI,glide,Synthbuster,0.2802734375,0.96630859375,0.8977050781250001,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_158_r14289905t,Real,camera,RAISE-1k,0.00557708740234375,0.72607421875,0.6540245056152344,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_210_r1ae12b3ft,Real,camera,RAISE-1k,0.2122802734375,0.28515625,0.27786865234375,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_stable-diffusion-1-4_208_r1c9fdcf4t,AI,stable-diffusion-1-4,Synthbuster,0.0181884765625,0.89990234375,0.81173095703125,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_glide_097_r06743f8ft,AI,glide,Synthbuster,0.5986328125,0.92724609375,0.894384765625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_stable-diffusion-1-3_151_r000da54ft,AI,stable-diffusion-1-3,Synthbuster,0.00955963134765625,0.97021484375,0.8741493225097656,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_firefly_070_r09a60f63t,AI,firefly,Synthbuster,0.9921875,0.99267578125,0.992626953125,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_189_r187df69ft,Real,camera,RAISE-1k,0.02386474609375,0.865234375,0.781097412109375,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_stable-diffusion-2_234_r1900f7c7t,AI,stable-diffusion-2,Synthbuster,0.00142669677734375,0.90380859375,0.8135704040527344,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_firefly_088_r1c9fdcf4t,AI,firefly,Synthbuster,0.348388671875,0.998046875,0.9330810546875,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_180_r173ee7e8t,Real,camera,RAISE-1k,0.01142120361328125,0.266845703125,0.24130325317382814,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_supp_022_r0b3220e1t,Real,camera,RAISE-1k,0.034423828125,0.90966796875,0.8221435546875,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_stable-diffusion-2_228_r1297fd0bt,AI,stable-diffusion-2,Synthbuster,0.9765625,0.99365234375,0.991943359375,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_stable-diffusion-2_219_r08996953t,AI,stable-diffusion-2,Synthbuster,0.156005859375,0.99755859375,0.9134033203125,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_stable-diffusion-1-3_171_r159d3942t,AI,stable-diffusion-1-3,Synthbuster,0.0030155181884765625,0.66650390625,0.6001550674438476,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_102_r0cfedd72t,Real,camera,RAISE-1k,0.0102081298828125,0.34130859375,0.3081985473632813,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_stable-diffusion-1-4_193_r0cd4ffb0t,AI,stable-diffusion-1-4,Synthbuster,0.1959228515625,0.99755859375,0.91739501953125,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_170_r15f16465t,Real,camera,RAISE-1k,0.01812744140625,0.50390625,0.455328369140625,1,0,1,E20_correct__E22_correct,E21_wrong__E22_correct,E20_correct__E21_wrong
E14_Clean,ai_sb_glide_118_r1c9fdcf4t,AI,glide,Synthbuster,0.58203125,0.98291015625,0.942822265625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_097_r0c1f588dt,Real,camera,RAISE-1k,0.01107025146484375,0.775390625,0.6989585876464844,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_121_r0faffef3t,Real,camera,RAISE-1k,0.0816650390625,0.82421875,0.74996337890625,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_midjourney-v5_138_r1297fd0bt,AI,midjourney-v5,Synthbuster,0.64697265625,0.544921875,0.555126953125,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_026_r0372042dt,Real,camera,RAISE-1k,0.362548828125,0.84521484375,0.7969482421875,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_midjourney-v5_133_r0cd4ffb0t,AI,midjourney-v5,Synthbuster,0.7509765625,0.95654296875,0.935986328125,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_185_r180bcbd7t,Real,camera,RAISE-1k,0.002002716064453125,0.734375,0.6611377716064454,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_080_r0a19cb85t,Real,camera,RAISE-1k,0.00040459632873535156,0.03839111328125,0.03459246158599854,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_stable-diffusion-1-4_187_r06743f8ft,AI,stable-diffusion-1-4,Synthbuster,0.76513671875,0.98876953125,0.96640625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_123_r0fdfc4f0t,Real,camera,RAISE-1k,0.1124267578125,0.53564453125,0.49332275390625,1,0,1,E20_correct__E22_correct,E21_wrong__E22_correct,E20_correct__E21_wrong
E14_Clean,ai_sb_glide_107_r116825e2t,AI,glide,Synthbuster,0.383056640625,0.98046875,0.9207275390625,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_045_r05bf2f53t,Real,camera,RAISE-1k,0.369140625,0.61962890625,0.594580078125,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_dalle3_053_r17fe8532t,AI,dalle3,Synthbuster,0.57666015625,0.97900390625,0.93876953125,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_stable-diffusion-2_213_r026b5360t,AI,stable-diffusion-2,Synthbuster,0.90966796875,0.99658203125,0.987890625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_018_r0279b17bt,Real,camera,RAISE-1k,0.01132965087890625,0.154296875,0.14000015258789064,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_055_r0703243bt,Real,camera,RAISE-1k,0.0017547607421875,0.86865234375,0.7819625854492188,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_firefly_079_r138ad247t,AI,firefly,Synthbuster,0.01751708984375,0.81005859375,0.7308044433593751,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_firefly_090_r1e9082f9t,AI,firefly,Synthbuster,0.011871337890625,0.84716796875,0.7636383056640625,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_stable-diffusion-2_225_r0f5beb66t,AI,stable-diffusion-2,Synthbuster,0.2254638671875,0.966796875,0.89266357421875,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_supp_stable-diffusion-1-4_020_r002fc3e2t,AI,stable-diffusion-1-4,Synthbuster,0.0256195068359375,0.95068359375,0.8581771850585938,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_206_r1a8fe570t,Real,camera,RAISE-1k,0.0025806427001953125,0.2288818359375,0.20625171661376954,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_058_r079d086et,Real,camera,RAISE-1k,3.045797348022461e-05,0.270263671875,0.24324035048484804,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_glide_101_r0a9384b1t,AI,glide,Synthbuster,0.040252685546875,0.9736328125,0.8802947998046876,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_supp_041_r15efd876t,Real,camera,RAISE-1k,0.1175537109375,0.9013671875,0.8229858398437501,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_supp_009_r04395e54t,Real,camera,RAISE-1k,0.01061248779296875,0.61279296875,0.5525749206542969,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_152_r13934dc7t,Real,camera,RAISE-1k,0.002124786376953125,0.5556640625,0.5003101348876954,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_supp_028_r0f25b326t,Real,camera,RAISE-1k,0.125732421875,0.94873046875,0.8664306640625,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_supp_014_r070a874ct,Real,camera,RAISE-1k,0.00646209716796875,0.48876953125,0.44053878784179684,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_supp_006_r02d732f8t,Real,camera,RAISE-1k,0.005062103271484375,0.1181640625,0.10685386657714845,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_dalle2_022_r169c7350t,AI,dalle2,Synthbuster,0.322265625,0.9677734375,0.90322265625,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_supp_025_r0cea5432t,Real,camera,RAISE-1k,0.2666015625,0.64453125,0.60673828125,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_242_r1e8acc5ct,Real,camera,RAISE-1k,0.00586700439453125,0.186279296875,0.16823806762695315,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_midjourney-v5_126_r056f233bt,AI,midjourney-v5,Synthbuster,0.78857421875,0.548828125,0.572802734375,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_035_r047aa954t,Real,camera,RAISE-1k,0.0728759765625,0.3095703125,0.28590087890625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_dalle2_012_r0b7b1156t,AI,dalle2,Synthbuster,0.151611328125,0.83447265625,0.7661865234375,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_184_r17f60607t,Real,camera,RAISE-1k,0.0115966796875,0.68359375,0.61639404296875,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_127_r1070b804t,Real,camera,RAISE-1k,0.160400390625,0.83544921875,0.7679443359375,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_176_r1ad2de34t,AI,stable-diffusion-1-3,Synthbuster,0.09686279296875,0.97998046875,0.891668701171875,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_firefly_076_r102b4aa4t,AI,firefly,Synthbuster,0.0273284912109375,0.7333984375,0.6627914428710937,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_supp_stable-diffusion-2_024_r00444b95t,AI,stable-diffusion-2,Synthbuster,0.02447509765625,0.99169921875,0.8949768066406251,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_stable-diffusion-2_215_r045be2act,AI,stable-diffusion-2,Synthbuster,0.348388671875,0.99853515625,0.9335205078125,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_stable-diffusion-1-3_177_r1bdb6385t,AI,stable-diffusion-1-3,Synthbuster,0.01116180419921875,0.982421875,0.8852958679199219,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_stable-diffusion-2_212_r0150031ft,AI,stable-diffusion-2,Synthbuster,0.011505126953125,0.92919921875,0.8374298095703125,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_supp_039_r14902ba4t,Real,camera,RAISE-1k,0.12890625,0.666015625,0.6123046875000001,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_070_r08d2b4dat,Real,camera,RAISE-1k,0.0004858970642089844,0.10931396484375,0.0984311580657959,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,ai_sb_dalle2_001_r000da54ft,AI,dalle2,Synthbuster,0.0217437744140625,0.900390625,0.8125259399414063,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_114_r0f137652t,Real,camera,RAISE-1k,0.9345703125,0.9873046875,0.98203125,0,0,0,E20_wrong__E22_wrong,E21_wrong__E22_wrong,both_wrong
E14_Clean,ai_sb_supp_midjourney-v5_013_r001d260dt,AI,midjourney-v5,Synthbuster,0.912109375,0.95361328125,0.949462890625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_supp_001_r001d260dt,Real,camera,RAISE-1k,0.0709228515625,0.95263671875,0.8644653320312501,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_212_r1b1c1019t,Real,camera,RAISE-1k,0.0023784637451171875,0.869140625,0.7824644088745117,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,ai_sb_stable-diffusion-1-3_170_r145221d9t,AI,stable-diffusion-1-3,Synthbuster,0.01267242431640625,0.8193359375,0.7386695861816407,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,ai_sb_glide_094_r0372042dt,AI,glide,Synthbuster,0.488525390625,0.927734375,0.8838134765625,0,1,1,E20_wrong__E22_correct,E21_correct__E22_correct,E20_wrong__E21_correct
E14_Clean,real_raise_218_r1be2a3d5t,Real,camera,RAISE-1k,0.06256103515625,0.7958984375,0.722564697265625,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_supp_034_r1267fa5bt,Real,camera,RAISE-1k,0.318115234375,0.8662109375,0.8114013671875001,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_120_r0f98115dt,Real,camera,RAISE-1k,0.11798095703125,0.69482421875,0.637139892578125,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_173_r1645a09ct,Real,camera,RAISE-1k,0.001495361328125,0.1988525390625,0.1791168212890625,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
E14_Clean,real_raise_002_r005f3e70t,Real,camera,RAISE-1k,0.11737060546875,0.6748046875,0.6190612792968749,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_221_r1c23e440t,Real,camera,RAISE-1k,0.09515380859375,0.787109375,0.717913818359375,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_167_r15919202t,Real,camera,RAISE-1k,0.042572021484375,0.65380859375,0.5926849365234376,1,0,0,E20_correct__E22_wrong,E21_wrong__E22_wrong,E20_correct__E21_wrong
E14_Clean,real_raise_111_r0eb8dfb5t,Real,camera,RAISE-1k,0.002349853515625,0.5517578125,0.4968170166015625,1,0,1,E20_correct__E22_correct,E21_wrong__E22_correct,E20_correct__E21_wrong
E14_Clean,real_raise_028_r03aa5df1t,Real,camera,RAISE-1k,0.019012451171875,0.51513671875,0.4655242919921875,1,0,1,E20_correct__E22_correct,E21_wrong__E22_correct,E20_correct__E21_wrong
E14_Clean,ai_sb_stable-diffusion-2_214_r0372042dt,AI,stable-diffusion-2,Synthbuster,0.580078125,0.9658203125,0.92724609375,1,1,1,E20_correct__E22_correct,E21_correct__E22_correct,both_correct
